6.169218778	2.937933228	0
6.964035805	2.476942262	0
6.09893326	2.691394591	0
6.017574634	2.422964452	0
7.492818969	2.632169607	0
6.338647847	2.531777639	0
6.987147836	2.416458501	0
6.666907297	2.903617613	0
6.265909086	2.908314922	0
6.295710182	2.520570289	0
6.165340713	2.994818553	0
6.604026471	2.794335902	0
6.294137803	2.477605932	0
6.672337324	2.531228786	0
6.237193877	2.544172943	0
6.455675312	2.746176795	0
7.283146933	2.433706959	0
6.783745637	2.969578605	0
6.583725496	2.750998342	0
6.275523015	2.821187173	0
7.159957367	2.945657795	0
6.39629326	2.700365688	0
6.439503867	2.833217184	0
6.278734758	2.950642606	0
7.241678475	2.879122329	0
6.577524737	2.849832025	0
6.658784161	2.838335578	0
6.768092692	2.675774421	0
6.729455772	2.905806578	0
6.068864379	2.794969182	0
6.895616894	2.775635594	0
6.588267316	2.863562102	0
7.225390756	2.809272131	0
6.278541253	2.942562954	0
6.440417056	2.924216701	0
6.789131498	2.432782995	0
6.260461561	2.650832133	0
6.570058602	2.793503817	0
6.534948223	2.733821865	0
6.135864374	2.833536559	0
6.356984517	2.508910861	0
6.41491296	2.853493606	0
6.454891306	2.503825767	0
6.750521187	2.453786277	0
6.149175072	2.879567892	0
6.746934431	2.502022153	0
7.446760405	2.708342911	0
6.998098424	2.433193085	0
6.317004237	2.486715494	0
5.586527181	2.330291981	0
6.373021732	2.281475857	1
5.563461196	2.323852936	1
5.8861475	2.399706164	1
6.001583359	2.737819809	1
6.398633	2.659264616	1
5.924129352	2.251986236	1
5.565071747	2.776217693	1
6.296066298	2.562068105	1
6.204206162	2.723921086	1
6.30240127	2.603766941	1
6.222021018	2.488888984	1
6.295117028	2.628180883	1
5.710403518	2.213621555	1
5.916651055	2.672317393	1
6.258508112	2.344209195	1
5.78673864	2.288222202	1
5.770072063	2.239733877	1
5.97154213	2.694208039	1
6.230429586	2.498824046	1
5.850990153	2.73513697	1
5.610345447	2.318090208	1
5.918972253	2.798613389	1
5.902895401	2.614102521	1
6.348045322	2.789867738	1
5.659542493	2.308817977	1
6.113036893	2.472453148	1
6.188789994	2.468617824	1
5.890493939	2.296151809	1
5.98187437	2.396025277	1
6.184720657	2.509777784	1
6.202813207	2.7451571	1
6.374862202	2.575553218	1
5.675498201	2.480323359	1
6.499952634	2.242041116	1
6.429742675	2.429490158	1
6.111074958	2.328499518	1
5.596089736	2.75240935	1
6.219403123	2.275580693	1
6.300249953	2.705860634	1
6.215278067	2.370457266	1
6.160376045	2.469777655	1
5.602419012	2.594776734	1
6.481334677	2.673369861	1
6.193556119	2.363176102	1
6.07517477	2.474602838	1
6.392094117	2.323176237	1
5.562096701	2.252396315	1
5.624451545	2.69651674	1
5.61820872	2.516212248	1
6.300778238	2.689287805	1
7.479230614	3.0319477	2
6.624055173	3.157502936	2
6.184940321	3.369328908	2
6.362525939	2.908851805	2
6.566267071	2.985431521	2
6.108996093	3.284230674	2
6.04967668	3.155710519	2
6.650121785	3.370884315	2
6.945913469	3.075470074	2
7.037733052	3.190356914	2
6.785956789	2.891416252	2
6.967548502	2.904867509	2
7.302241654	3.249201422	2
7.363602595	3.014948393	2
6.163418909	3.170578274	2
6.183787378	3.011170776	2
6.10725371	3.133820364	2
6.359484857	3.020578554	2
6.47898695	2.965082662	2
6.533000416	3.029599469	2
6.123356805	2.809545919	2
6.151324134	3.141046039	2
7.256492644	3.185163993	2
7.265051361	3.362147929	2
7.412623177	3.350437288	2
6.976086528	2.922288108	2
7.296702874	3.251321275	2
6.35844657	3.182980811	2
7.048891261	3.136540504	2
6.708831691	3.171727989	2
6.3555198	3.135452183	2
6.1585257	2.988945275	2
6.744020253	2.87735206	2
7.194097612	3.232966937	2
6.762265395	3.07916806	2
7.298357101	3.060283674	2
6.947725521	3.13297192	2
6.973053025	3.38163536	2
7.466118579	2.99014537	2
6.122810467	2.991080146	2
6.909199044	3.249145575	2
6.612851681	3.377868213	2
6.589155127	3.0594736	2
7.163557291	3.388787097	2
7.149907989	3.094189498	2
6.532149513	3.116239865	2
6.44150199	2.823813404	2
6.312914886	3.068822362	2
6.931608945	3.277964898	2
6.285308519	3.247227373	2
