6.169218778	2.937933228	1.403639558	2.351992432	0
6.964035805	2.476942262	1.19848506	2.55874245	0
6.09893326	2.691394591	1.072233531	2.372193901	0
6.017574634	2.422964452	1.004989035	2.543772128	0
7.492818969	2.632169607	1.080869446	2.405805169	0
6.338647847	2.531777639	1.228744173	2.398782495	0
6.987147836	2.416458501	1.429989243	2.428793756	0
6.666907297	2.903617613	1.457464059	2.469219899	0
6.265909086	2.908314922	1.03102041	2.554179169	0
6.295710182	2.520570289	1.411157605	2.352482334	0
6.165340713	2.994818553	1.190783087	2.574072508	0
6.604026471	2.794335902	1.14850114	2.364321344	0
6.294137803	2.477605932	1.411400099	2.508001529	0
6.672337324	2.531228786	1.457324895	2.310938844	0
6.237193877	2.544172943	1.177016923	2.567774686	0
6.455675312	2.746176795	1.470858717	2.465850207	0
7.283146933	2.433706959	1.109330327	2.326397473	0
6.783745637	2.969578605	1.480096883	2.441994821	0
6.583725496	2.750998342	1.020383381	2.369614029	0
6.275523015	2.821187173	1.178028155	2.432147654	0
7.159957367	2.945657795	1.274213233	2.521692059	0
6.39629326	2.700365688	1.21515862	2.580268697	0
6.439503867	2.833217184	1.07511805	2.557922635	0
6.278734758	2.950642606	1.33222395	2.339922853	0
7.241678475	2.879122329	1.091485573	2.334355336	0
6.577524737	2.849832025	1.388926739	2.506526907	0
6.658784161	2.838335578	1.214462046	2.495462649	0
6.768092692	2.675774421	1.292355778	2.342079169	0
6.729455772	2.905806578	1.225279103	2.529858523	0
6.068864379	2.794969182	1.090540609	2.518431893	0
6.895616894	2.775635594	1.342377348	2.393694387	0
6.588267316	2.863562102	1.47411463	2.52208035	0
7.225390756	2.809272131	1.277771291	2.304665812	0
6.278541253	2.942562954	1.314252476	2.350872437	0
6.440417056	2.924216701	1.051039407	2.325104858	0
6.789131498	2.432782995	1.057682816	2.532879141	0
6.260461561	2.650832133	1.398269274	2.383080714	0
6.570058602	2.793503817	1.282096965	2.368700063	0
6.534948223	2.733821865	1.395264851	2.315472324	0
6.135864374	2.833536559	1.405439957	2.382482778	0
6.356984517	2.508910861	1.256492866	2.492215282	0
6.41491296	2.853493606	1.413905315	2.325607275	0
6.454891306	2.503825767	1.292400663	2.553349154	0
6.750521187	2.453786277	1.424499675	2.570210118	0
6.149175072	2.879567892	1.281878395	2.376169887	0
6.746934431	2.502022153	1.048074718	2.589440622	0
7.446760405	2.708342911	1.430930426	2.433245831	0
6.998098424	2.433193085	1.201772551	2.400048726	0
6.317004237	2.486715494	1.0760889	2.58871134	0
5.586527181	2.330291981	1.18923973	2.321463066	0
6.373021732	2.281475857	1.335980267	2.37838765	1
5.563461196	2.323852936	1.446025865	2.326919563	1
5.8861475	2.399706164	1.216318257	2.332133527	1
6.001583359	2.737819809	1.242495256	2.332111238	1
6.398633	2.659264616	1.308717007	2.219638099	1
5.924129352	2.251986236	1.484252801	2.39653491	1
5.565071747	2.776217693	1.406239446	2.264128766	1
6.296066298	2.562068105	1.462967546	2.353177726	1
6.204206162	2.723921086	1.420305748	2.218495794	1
6.30240127	2.603766941	1.233099252	2.327992574	1
6.222021018	2.488888984	1.331787887	2.311897517	1
6.295117028	2.628180883	1.265021479	2.365869499	1
5.710403518	2.213621555	1.241760773	2.380132179	1
5.916651055	2.672317393	1.292868434	2.320554793	1
6.258508112	2.344209195	1.326166364	2.39197406	1
5.78673864	2.288222202	1.455667185	2.369629076	1
5.770072063	2.239733877	1.318129971	2.277996173	1
5.97154213	2.694208039	1.498730962	2.221868633	1
6.230429586	2.498824046	1.421693787	2.383769314	1
5.850990153	2.73513697	1.207022248	2.213498677	1
5.610345447	2.318090208	1.413782626	2.30317673	1
5.918972253	2.798613389	1.248490069	2.394783518	1
5.902895401	2.614102521	1.328281769	2.286760031	1
6.348045322	2.789867738	1.277386428	2.381313065	1
5.659542493	2.308817977	1.412093341	2.353669716	1
6.113036893	2.472453148	1.284849366	2.30260327	1
6.188789994	2.468617824	1.262913672	2.218321036	1
5.890493939	2.296151809	1.346567072	2.302830109	1
5.98187437	2.396025277	1.200553878	2.340947246	1
6.184720657	2.509777784	1.218995892	2.280657006	1
6.202813207	2.7451571	1.405339248	2.323382774	1
6.374862202	2.575553218	1.342941258	2.258120428	1
5.675498201	2.480323359	1.434968511	2.385265361	1
6.499952634	2.242041116	1.207813074	2.32059682	1
6.429742675	2.429490158	1.398825837	2.234908628	1
6.111074958	2.328499518	1.441985545	2.343295672	1
5.596089736	2.75240935	1.328508397	2.321484818	1
6.219403123	2.275580693	1.45880115	2.355284043	1
6.300249953	2.705860634	1.358959622	2.230799649	1
6.215278067	2.370457266	1.216858837	2.327529329	1
6.160376045	2.469777655	1.322276153	2.270385301	1
5.602419012	2.594776734	1.485147074	2.305221358	1
6.481334677	2.673369861	1.300145406	2.393376895	1
6.193556119	2.363176102	1.487009247	2.385183142	1
6.07517477	2.474602838	1.21956711	2.382775509	1
6.392094117	2.323176237	1.419166005	2.226616989	1
5.562096701	2.252396315	1.474227069	2.233247285	1
5.624451545	2.69651674	1.478622934	2.246028767	1
5.61820872	2.516212248	1.288348301	2.35576539	1
6.300778238	2.689287805	1.368251871	2.316860318	1
